loan_id,customer_id,loan_amount,interest_rate,term_months,start_date,status
6056,4798,3550000,5.34,12,2024-08-29,정상
6057,5210,11300000,4.4,36,2024-04-05,완료
6058,3102,730000,4.82,12,2024-01-15,정상
6059,334,730000,4.56,6,2024-02-05,정상
6060,8760,2390000,5.18,24,2024-09-03,정상
6061,3943,1230000,5.68,12,2024-02-28,완료
6062,8057,24630000,4.14,24,2023-03-13,정상
6063,1416,1000000,5.1,12,2023-07-24,정상
6064,7864,108250000,5.48,24,2024-01-22,정상
6065,8370,26770000,5.04,24,2023-08-02,연체
6066,2382,66860000,5.68,24,2024-03-06,정상
6067,3274,93110000,5.07,36,2023-10-09,정상
6068,7886,1390000,4.85,6,2024-01-06,연체
6069,2268,4330000,5.19,12,2024-04-13,정상
6070,6930,2890000,5.71,24,2023-08-21,정상
6071,5256,7510000,5.64,12,2023-03-28,정상
6072,5457,730000,5.36,12,2024-04-23,정상
6073,3076,2290000,5.09,24,2023-10-29,정상
6074,319,1550000,5.33,6,2023-01-07,완료
6075,6271,1690000,6.34,12,2023-04-18,연체
6076,254,2480000,5.55,12,2024-10-26,정상
6077,7280,1150000,5.12,12,2024-04-01,정상
6078,788,2710000,5.77,24,2023-08-09,완료
6079,8791,730000,4.85,6,2023-05-08,연체
6080,4339,3790000,4.65,12,2024-06-25,정상
6081,474,2780000,3.87,24,2024-02-24,정상
6082,680,730000,5.62,24,2024-06-03,완료
6083,4868,5480000,4.8,36,2024-03-29,정상
6084,6081,990000,6.42,12,2023-03-12,정상
6085,1174,730000,5.97,6,2024-09-05,연체
6086,9800,12990000,4.55,24,2024-11-11,정상
6087,3864,98850000,5.05,24,2023-10-17,정상
6088,2920,3490000,4.46,36,2024-04-20,완료
6089,301,730000,5.74,12,2024-04-01,정상
6090,6028,2650000,4.63,6,2023-03-12,정상
6091,8090,16960000,4.97,12,2023-06-12,완료
6092,8957,2650000,5.32,12,2023-11-06,정상
6093,6978,730000,6.13,12,2023-05-19,정상
6094,2766,4730000,5.04,36,2024-06-09,완료
6095,4991,12270000,5.51,12,2023-07-24,정상
6096,6361,21290000,5.29,60,2023-09-15,정상
6097,7807,3760000,4.68,12,2023-08-01,정상
6098,4258,730000,5.29,24,2023-11-14,연체
6099,6291,4500000,5.14,12,2024-10-20,완료
6100,3050,730000,5.28,6,2023-11-27,정상
6101,8772,730000,5.25,12,2023-03-13,정상
6102,5366,11790000,4.61,24,2024-04-15,정상
6103,7554,8760000,5.41,12,2024-12-23,완료
6104,8302,6280000,5.03,24,2023-03-10,정상
6105,1824,730000,6.08,12,2023-07-22,완료
6106,4152,1370000,5.22,12,2024-03-13,연체
6107,5703,2100000,5.13,6,2023-11-02,정상
6108,7024,1900000,4.72,6,2024-12-22,정상
6109,4068,13040000,5.19,12,2023-11-26,정상
6110,2882,6030000,5.38,24,2024-12-10,완료
6111,2995,3500000,4.73,36,2024-01-17,정상
6112,9477,2040000,5.27,24,2024-08-26,연체
6113,7766,980000,6.0,12,2023-07-13,연체
6114,6961,1100000,5.24,24,2023-01-06,정상
6115,2249,24030000,6.06,60,2024-04-06,정상
6116,9243,830000,5.38,6,2023-09-01,정상
6117,6944,62260000,4.95,60,2024-12-28,정상
6118,3827,2260000,5.47,6,2023-04-15,완료
6119,5133,12340000,5.02,24,2023-08-20,정상
6120,6181,2880000,4.92,12,2023-06-25,정상
6121,4390,730000,5.53,6,2024-10-11,정상
6122,1109,730000,5.17,6,2024-06-28,연체
6123,5277,2730000,5.33,12,2023-03-05,정상
6124,4935,5730000,4.84,24,2023-11-30,정상
6125,7306,2780000,5.25,12,2024-01-09,연체
6126,534,1200000,5.22,6,2023-05-01,완료
6127,8533,21160000,5.22,36,2024-09-17,정상
6128,9871,4410000,4.85,24,2023-03-19,정상
6129,495,790000,5.69,12,2024-04-11,정상
6130,1963,102360000,4.68,60,2023-09-09,정상
6131,9905,730000,5.29,24,2024-04-21,정상
6132,9158,13080000,4.37,36,2023-08-16,완료
6133,8058,1740000,5.79,6,2024-12-13,정상
6134,3878,730000,5.51,12,2023-11-15,정상
6135,5659,2710000,4.83,24,2023-11-06,완료
6136,3643,730000,5.98,6,2024-09-06,연체
6137,8765,730000,5.26,24,2023-11-06,연체
6138,611,1820000,5.42,12,2024-05-12,정상
6139,9559,2350000,5.25,24,2024-01-25,정상
6140,9323,1450000,5.73,6,2023-08-21,완료
6141,9496,4710000,5.37,36,2023-03-19,정상
6142,4420,3410000,4.86,12,2023-03-16,정상
6143,5273,730000,5.58,6,2024-08-11,정상
6144,3222,1660000,5.11,12,2023-03-14,연체
6145,796,730000,6.69,24,2024-07-25,연체
6146,6327,730000,5.64,12,2024-06-09,정상
6147,1391,730000,5.01,12,2023-06-13,정상
6148,6282,15380000,5.17,12,2024-07-13,정상
6149,2747,11570000,4.49,24,2024-03-28,정상
6150,4557,35740000,4.44,60,2024-09-23,정상
6151,2935,3970000,5.24,12,2023-01-08,완료
6152,3890,4090000,4.68,12,2023-11-17,정상
6153,8435,19950000,4.26,24,2024-11-21,정상
6154,4992,49860000,4.25,24,2024-11-06,정상
6155,9581,2290000,4.97,6,2023-09-27,정상
6156,7888,3420000,5.58,24,2023-03-03,정상
6157,7086,830000,5.53,24,2024-08-30,정상
6158,4860,730000,4.98,12,2024-12-02,연체
6159,4068,5720000,4.48,24,2023-02-15,정상
6160,1575,1360000,4.57,12,2024-02-24,정상
6161,1438,5200000,5.18,12,2024-06-08,정상
6162,4970,17670000,5.48,12,2024-02-18,정상
6163,2958,800000,5.27,12,2024-05-16,정상
6164,9442,5420000,5.04,36,2024-12-09,정상
6165,357,1130000,4.98,12,2024-10-11,정상
6166,8493,6660000,4.95,24,2023-03-07,완료
6167,4793,730000,5.08,12,2024-10-27,정상
6168,497,108250000,5.36,60,2023-12-03,정상
6169,47,13810000,4.82,12,2023-07-13,정상
6170,4133,6730000,4.57,36,2024-09-12,정상
6171,9233,730000,6.38,6,2023-04-28,완료
6172,3726,860000,5.91,12,2024-09-04,정상
6173,8556,7950000,5.01,24,2024-06-02,정상
6174,8205,790000,5.41,6,2024-10-20,완료
6175,7553,970000,5.45,12,2024-04-29,정상
6176,5714,11790000,4.37,36,2024-03-15,연체
6177,5129,860000,5.51,6,2024-12-29,연체
6178,9327,56940000,4.35,36,2023-01-10,완료
6179,5521,2470000,4.47,12,2023-02-17,완료
6180,893,1100000,5.06,6,2024-02-15,정상
6181,7484,2490000,5.41,24,2024-01-17,정상
6182,1653,810000,5.49,6,2024-06-07,완료
6183,5268,108250000,4.93,36,2023-09-16,정상
6184,6618,1070000,6.53,24,2024-09-07,연체
6185,8945,1270000,4.7,24,2023-03-26,연체
6186,8036,3050000,5.75,24,2023-08-21,연체
6187,5516,5560000,5.31,36,2024-03-23,정상
6188,3154,730000,5.47,12,2024-11-25,정상
6189,5401,730000,5.61,6,2023-12-07,연체
6190,3022,4520000,4.6,24,2024-03-01,완료
6191,4634,1610000,5.63,6,2024-06-21,정상
6192,4190,910000,5.6,6,2024-04-10,정상
6193,3450,850000,5.84,24,2024-02-07,정상
6194,278,1410000,5.23,6,2023-05-12,정상
6195,3320,730000,6.19,6,2023-07-11,연체
6196,4681,36090000,5.03,60,2024-11-20,정상
6197,2577,730000,5.73,6,2024-05-12,완료
6198,110,730000,5.27,6,2024-02-22,연체
6199,6914,730000,5.27,24,2023-05-29,정상
6200,5074,13420000,4.37,36,2024-10-29,정상
6201,5548,7170000,4.45,36,2023-06-25,완료
6202,6854,730000,5.31,6,2024-07-02,정상
6203,1781,3260000,5.21,12,2023-05-02,정상
6204,9651,730000,5.91,6,2023-10-16,정상
6205,7877,10910000,5.1,24,2024-11-25,정상
6206,2528,730000,5.81,12,2023-11-22,정상
6207,4518,9420000,4.87,12,2024-05-13,정상
6208,1403,1170000,5.64,24,2024-02-23,정상
6209,6631,5180000,4.98,36,2024-03-09,정상
6210,5287,22510000,4.85,24,2023-05-04,정상
6211,2277,730000,5.12,24,2024-07-30,정상
6212,9280,12130000,5.34,36,2024-06-26,완료
6213,6513,730000,5.54,6,2023-08-25,완료
6214,3035,730000,5.29,6,2023-03-09,정상
6215,2483,5990000,4.64,24,2024-12-22,완료
6216,2484,3160000,4.88,36,2024-07-31,정상
6217,6202,920000,5.14,12,2023-04-13,연체
6218,4118,14620000,5.17,24,2023-04-12,정상
6219,4627,730000,5.37,24,2024-10-26,정상
6220,4390,1570000,6.03,24,2024-12-02,정상
6221,6168,12300000,4.52,12,2024-01-30,완료
6222,1423,10850000,5.05,12,2023-02-05,정상
6223,7893,1190000,5.1,24,2023-10-26,완료
6224,8967,730000,4.72,24,2023-05-24,연체
6225,2588,730000,6.19,24,2023-03-21,정상
6226,2221,730000,5.86,6,2023-09-27,완료
6227,3827,2060000,4.89,12,2024-11-19,정상
6228,4795,29610000,4.77,36,2023-01-22,정상
6229,6982,4060000,4.57,24,2024-05-02,정상
6230,8556,5900000,5.04,36,2024-03-10,정상
6231,7421,55740000,4.16,24,2024-01-01,정상
6232,3818,11390000,4.88,24,2023-12-28,완료
6233,122,1270000,5.46,6,2023-01-06,정상
6234,6354,28210000,5.03,36,2024-02-24,정상
6235,802,1990000,4.76,6,2024-09-20,정상
6236,4319,108250000,4.65,60,2023-05-19,정상
6237,1753,1210000,4.85,6,2023-06-23,연체
6238,7394,890000,5.59,12,2023-09-03,정상
6239,2361,730000,6.03,12,2024-03-25,완료
6240,156,53820000,4.59,60,2024-01-16,정상
6241,1446,5110000,5.0,24,2024-09-22,정상
6242,2956,4060000,5.1,36,2024-12-22,완료
6243,5374,2110000,4.9,24,2024-05-20,정상
6244,433,730000,5.76,24,2023-01-07,정상
6245,629,2570000,5.14,6,2024-02-23,정상
6246,5563,730000,5.26,24,2024-09-25,연체
6247,7292,2320000,5.06,6,2024-03-13,정상
6248,7578,730000,5.42,6,2024-06-16,연체
6249,3127,5950000,5.6,12,2023-02-18,연체
6250,6061,730000,5.61,6,2023-06-04,완료
6251,563,29860000,5.65,24,2023-12-17,완료
6252,2398,780000,5.98,12,2023-11-09,연체
6253,4321,1940000,5.02,24,2023-08-14,정상
6254,3991,44900000,5.18,24,2024-06-11,정상
6255,3625,1270000,5.36,6,2024-10-09,정상
6256,2548,730000,5.65,24,2024-09-27,정상
6257,8474,2790000,5.6,6,2024-01-03,정상
6258,6747,5000000,4.77,24,2023-08-28,정상
6259,920,13730000,4.87,24,2024-05-30,정상
6260,2183,5430000,4.81,24,2024-01-24,정상
6261,6853,12890000,4.46,36,2024-08-24,정상
6262,98,2370000,5.62,6,2024-11-28,정상
6263,7339,730000,5.91,6,2023-05-05,연체
6264,7215,1780000,5.4,6,2023-11-21,정상
6265,8645,730000,5.72,12,2024-10-29,정상
6266,9520,49210000,5.34,36,2023-10-15,정상
6267,9095,1830000,5.75,12,2023-02-14,정상
6268,6591,730000,5.95,24,2023-05-29,연체
6269,9167,1680000,5.04,12,2023-09-12,정상
6270,4808,3380000,5.49,36,2023-10-13,정상
6271,606,1940000,5.02,12,2024-09-28,완료
6272,6939,1940000,4.19,12,2024-05-04,완료
6273,4088,7210000,4.74,24,2023-08-07,완료
6274,372,16500000,5.24,36,2023-07-08,정상
6275,9756,1090000,5.56,12,2023-03-29,정상
6276,7619,2700000,5.14,24,2023-07-16,연체
6277,3093,17970000,5.19,12,2024-08-26,정상
6278,9152,4200000,5.14,36,2024-11-02,정상
6279,5310,4780000,4.98,24,2024-12-13,완료
6280,6126,8100000,5.06,24,2023-06-12,정상
6281,876,790000,5.07,6,2024-09-25,연체
6282,7047,2050000,4.46,6,2023-09-15,정상
6283,1957,730000,5.59,12,2023-08-29,정상
6284,7366,730000,5.98,6,2024-01-23,연체
6285,6469,730000,6.15,6,2024-10-04,연체
6286,8755,70800000,5.55,24,2023-10-31,정상
6287,2841,730000,5.63,12,2023-07-26,정상
6288,9592,2630000,5.21,24,2024-04-21,정상
6289,3516,1130000,5.06,24,2024-10-30,정상
6290,5007,1150000,5.89,12,2024-04-24,정상
6291,2669,730000,5.48,12,2024-04-12,정상
6292,3931,1170000,6.26,24,2024-08-04,연체
6293,4905,730000,6.11,12,2023-04-13,완료
6294,8937,1280000,4.5,24,2023-11-18,정상
6295,2560,2510000,4.87,24,2023-05-07,정상
6296,3062,730000,5.49,6,2023-05-25,정상
6297,9326,730000,5.32,24,2023-09-19,정상
6298,811,730000,6.09,6,2024-08-20,정상
6299,7785,1000000,6.15,12,2023-09-25,완료
6300,6159,6460000,4.5,36,2024-02-10,정상
6301,3098,2380000,4.54,6,2024-08-31,연체
6302,2646,4390000,4.41,36,2024-02-17,정상
6303,2969,7530000,4.92,12,2023-10-13,정상
6304,1786,28040000,4.89,36,2023-03-01,완료
6305,5863,730000,6.23,12,2024-12-19,정상
6306,5724,4150000,5.06,12,2024-04-14,정상
6307,587,810000,5.91,12,2023-04-22,연체
6308,4565,33090000,5.2,36,2024-12-30,정상
6309,2650,3550000,4.68,12,2023-01-02,완료
6310,2025,730000,5.34,12,2024-11-17,정상
6311,3437,2540000,5.19,6,2024-01-06,정상
6312,3852,3610000,4.86,36,2023-11-11,정상
6313,3647,730000,6.71,12,2023-12-14,완료
6314,3227,8200000,5.27,24,2023-01-21,정상
6315,6711,1910000,4.93,24,2024-03-14,정상
6316,2667,8070000,5.12,24,2023-10-26,완료
6317,82,2180000,5.26,24,2024-05-20,정상
6318,1951,730000,6.83,12,2024-09-01,연체
6319,8431,1450000,5.15,12,2024-05-05,연체
6320,768,14710000,4.89,36,2024-12-10,완료
6321,8432,5620000,5.85,12,2023-06-14,정상
6322,8082,2000000,5.66,6,2024-10-03,완료
6323,6895,730000,5.32,12,2024-08-27,연체
6324,6153,5630000,4.38,24,2023-06-16,정상
6325,732,730000,6.02,6,2024-01-12,정상
6326,547,1390000,5.87,24,2023-02-28,완료
6327,1410,2950000,5.38,24,2023-06-24,정상
6328,1763,750000,6.09,12,2024-12-19,연체
6329,644,730000,6.01,12,2024-02-08,연체
6330,5360,1550000,5.09,6,2024-03-06,정상
6331,83,730000,6.7,24,2024-09-30,연체
6332,2824,2250000,5.17,24,2024-08-31,정상
6333,1996,1660000,4.67,12,2023-11-15,정상
6334,5183,20860000,5.23,36,2024-04-27,정상
6335,9708,108250000,5.37,60,2023-10-09,정상
6336,2911,1610000,4.9,12,2023-04-19,완료
6337,2267,1350000,5.31,6,2024-11-06,정상
6338,1999,1130000,4.75,6,2024-12-02,정상
6339,6843,17120000,5.06,24,2024-05-12,완료
6340,8294,1340000,5.0,12,2023-06-25,정상
6341,2042,1440000,5.62,12,2024-11-09,정상
6342,3864,108250000,6.29,24,2023-07-25,정상
6343,8889,730000,5.16,6,2024-01-01,연체
6344,5980,1060000,5.92,6,2024-06-02,정상
6345,7316,730000,5.42,12,2023-02-25,연체
6346,1480,14340000,5.22,24,2023-12-03,정상
6347,5567,1000000,5.19,6,2023-06-05,정상
6348,5185,6240000,4.6,36,2024-05-26,정상
6349,1497,54600000,4.41,60,2023-10-10,완료
6350,6506,80350000,5.93,60,2023-12-24,정상
6351,8344,730000,5.78,24,2024-07-22,연체
6352,4921,730000,5.53,12,2024-04-28,완료
6353,4275,830000,4.78,24,2023-05-05,완료
6354,9427,14320000,5.4,24,2023-11-16,정상
6355,9438,730000,5.81,24,2024-08-16,연체
6356,6783,1940000,5.38,12,2023-12-06,정상
6357,5543,1990000,5.44,24,2023-11-11,완료
6358,7003,2510000,5.3,12,2024-02-08,연체
6359,1361,10700000,4.0,24,2023-07-17,정상
6360,8653,8610000,4.72,24,2023-08-15,정상
6361,6631,7360000,4.05,24,2024-02-22,완료
6362,4220,2970000,5.33,12,2024-09-02,완료
6363,6480,1050000,5.46,24,2024-07-04,정상
6364,4680,1460000,5.38,12,2024-03-06,정상
6365,459,108250000,4.87,36,2023-11-12,정상
6366,6820,730000,5.5,12,2024-05-14,정상
6367,6612,730000,5.33,24,2024-03-20,연체
6368,9689,2530000,5.27,12,2023-11-18,정상
6369,6319,730000,5.71,12,2024-01-20,완료
6370,6466,7870000,4.34,24,2023-11-01,완료
6371,7363,730000,5.85,24,2024-08-24,연체
6372,8611,14750000,4.89,12,2023-07-02,완료
6373,803,43090000,4.96,24,2023-02-17,정상
6374,4040,4990000,5.1,24,2024-11-05,완료
6375,7962,6950000,5.09,36,2023-05-07,연체
6376,660,7990000,6.26,12,2024-09-29,정상
6377,809,730000,6.04,6,2024-05-25,연체
6378,6444,730000,5.78,12,2024-01-22,연체
6379,6565,730000,6.5,6,2023-03-31,연체
6380,734,3660000,4.96,24,2024-11-14,정상
6381,6836,2200000,4.8,24,2024-04-21,정상
6382,1635,810000,5.93,6,2023-08-15,연체
6383,7301,730000,6.29,24,2023-12-01,연체
6384,3047,1350000,5.55,6,2024-11-14,연체
6385,5154,5890000,5.8,12,2023-08-22,연체
6386,8526,730000,5.29,24,2023-11-04,정상
6387,7086,1490000,5.82,6,2024-11-19,정상
6388,1399,1130000,5.48,12,2023-09-01,연체
6389,133,3110000,5.38,24,2023-03-10,연체
6390,5869,1050000,4.03,24,2024-04-02,정상
6391,9731,108250000,6.3,24,2024-04-17,정상
6392,7626,17040000,5.08,12,2024-06-29,완료
6393,5863,730000,5.86,12,2024-10-08,연체
6394,4315,41980000,4.38,60,2024-05-29,정상
6395,263,730000,5.55,6,2024-04-05,연체
6396,6952,730000,5.05,12,2024-10-12,정상
6397,4431,730000,5.58,12,2023-08-24,정상
6398,7085,6500000,4.9,12,2024-06-05,완료
6399,9772,1100000,4.79,12,2024-08-31,정상
6400,1888,15040000,4.95,36,2024-11-23,정상
6401,9574,18880000,4.69,12,2024-11-21,정상
6402,622,2170000,5.59,24,2023-05-03,연체
6403,1069,25900000,4.65,60,2024-11-26,정상
6404,6747,5950000,4.65,36,2023-02-20,정상
6405,6127,2760000,5.37,6,2024-12-10,완료
6406,5032,6630000,5.22,12,2024-09-29,정상
6407,22,1190000,5.32,6,2023-05-10,정상
6408,9197,910000,5.11,24,2023-05-15,정상
6409,5799,4380000,5.52,12,2024-11-30,정상
6410,1708,730000,5.89,24,2023-03-05,정상
6411,6063,730000,5.12,12,2024-06-27,정상
6412,4445,1050000,6.03,24,2023-06-02,정상
6413,5742,88870000,5.82,36,2024-12-11,정상
6414,8162,10290000,4.26,12,2024-03-14,정상
6415,5286,730000,5.82,6,2023-12-27,정상
6416,7726,1290000,4.95,12,2024-02-13,정상
6417,1026,22290000,4.79,24,2023-03-14,정상
6418,9630,730000,6.18,6,2023-03-23,연체
6419,6821,4580000,4.97,12,2023-01-27,정상
6420,8220,1220000,5.51,6,2024-06-29,정상
6421,8032,19000000,4.12,36,2023-01-25,정상
6422,9028,6410000,5.36,12,2023-08-01,연체
6423,3423,1390000,4.76,12,2023-10-11,정상
6424,1160,1970000,5.38,12,2024-12-10,정상
6425,9622,4700000,4.36,12,2024-02-09,정상
6426,4620,70500000,5.36,60,2023-03-29,완료
6427,7114,730000,5.11,6,2023-08-09,정상
6428,982,730000,5.12,6,2023-03-25,연체
6429,3952,730000,5.18,12,2024-07-19,완료
6430,2806,730000,5.36,12,2024-02-16,정상
6431,929,5670000,4.99,12,2024-12-08,연체
6432,8914,4580000,5.33,24,2024-10-13,정상
6433,6584,16910000,5.18,12,2023-01-04,정상
6434,6126,5120000,5.11,24,2023-02-01,정상
6435,6100,2850000,5.23,12,2023-08-19,완료
6436,9588,980000,5.42,24,2024-03-16,완료
6437,5281,11000000,4.52,12,2024-04-09,정상
6438,5047,4850000,4.9,24,2024-10-11,정상
6439,3884,6300000,4.57,36,2023-09-30,정상
6440,443,1210000,5.53,6,2024-08-17,정상
6441,1424,5860000,5.17,36,2023-01-17,정상
6442,1378,4550000,5.24,24,2023-02-15,정상
6443,4781,4730000,4.51,36,2024-02-24,정상
6444,4107,33060000,5.53,24,2023-11-13,정상
6445,7518,14960000,4.86,36,2023-09-08,정상
6446,8609,2270000,5.05,6,2024-08-26,정상
6447,8109,37000000,5.15,36,2023-09-23,정상
6448,5451,36510000,5.4,36,2023-02-11,정상
6449,4217,1210000,4.51,12,2024-03-16,완료
6450,9433,1890000,5.43,24,2023-12-24,정상
6451,649,13240000,4.83,12,2024-07-27,정상
6452,9789,2070000,5.36,6,2024-12-03,정상
6453,9564,4750000,4.89,24,2024-03-07,완료
6454,7533,3100000,5.55,36,2024-11-02,정상
6455,144,24990000,4.55,36,2024-12-21,정상
6456,1667,880000,4.87,6,2024-03-25,정상
6457,6708,1350000,6.04,6,2023-12-04,연체
6458,6184,730000,5.5,24,2023-03-02,완료
6459,194,14430000,4.95,36,2023-05-24,정상
6460,988,730000,6.04,12,2023-10-05,정상
6461,454,3390000,5.65,24,2024-04-16,정상
6462,9224,8030000,4.77,36,2023-06-23,완료
6463,3554,730000,6.59,12,2023-03-30,연체
6464,8887,8470000,4.33,12,2023-11-30,정상
6465,1859,730000,5.82,6,2023-08-21,연체
6466,3763,1710000,4.02,24,2023-02-09,정상
6467,4416,730000,6.78,12,2023-10-24,연체
6468,6124,4060000,4.55,24,2023-09-01,완료
6469,2862,15250000,4.11,36,2024-02-14,정상
6470,4920,730000,5.52,12,2024-08-25,정상
6471,4266,730000,5.89,12,2023-04-21,연체
6472,1249,5740000,4.27,24,2024-03-16,완료
6473,2229,6850000,4.99,12,2024-03-25,정상
6474,3837,730000,6.3,12,2023-10-23,연체
6475,367,6600000,5.12,36,2024-05-20,연체
6476,1847,2340000,5.17,6,2023-01-15,정상
6477,1977,3600000,4.71,12,2023-12-22,연체
6478,3294,760000,5.27,12,2024-08-25,정상
6479,6711,3030000,5.2,24,2024-08-03,정상
6480,4162,730000,5.57,6,2023-08-02,연체
6481,663,730000,6.44,24,2023-05-26,연체
6482,5583,730000,5.77,12,2024-09-02,연체
6483,8750,730000,6.15,6,2023-10-16,연체
6484,3971,780000,5.4,24,2023-08-01,정상
6485,4462,730000,5.97,6,2023-01-21,연체
6486,4934,65180000,4.93,36,2023-12-06,완료
6487,2197,10350000,4.06,12,2024-06-11,정상
6488,6496,730000,5.36,12,2024-03-17,연체
6489,6314,67420000,5.38,60,2023-04-05,정상
6490,9730,730000,4.28,24,2024-11-15,정상
6491,7939,780000,5.69,24,2024-08-04,완료
6492,7594,1170000,5.8,6,2024-03-20,정상
6493,1074,2670000,4.8,24,2024-03-15,정상
6494,327,3820000,5.26,12,2024-09-20,정상
6495,9803,2760000,4.67,24,2024-09-06,완료
6496,188,108250000,5.45,60,2023-06-04,정상
6497,8664,7570000,5.9,24,2023-06-07,연체
6498,5327,9030000,4.85,36,2023-02-05,정상
6499,182,730000,6.4,24,2023-02-11,정상
6500,8313,68070000,5.67,60,2024-05-21,정상
6501,3931,860000,5.63,6,2024-09-24,정상
6502,1050,730000,5.32,24,2024-12-23,연체
6503,6910,4320000,5.84,36,2024-10-11,정상
6504,8418,28230000,5.4,36,2024-04-18,완료
6505,1602,730000,4.96,24,2023-08-21,연체
6506,1732,2610000,5.11,6,2023-12-01,정상
6507,9735,1760000,4.92,12,2023-02-21,연체
6508,2724,12050000,5.46,12,2023-04-15,연체
6509,9160,10420000,4.44,12,2023-12-21,정상
6510,1150,730000,5.75,12,2023-04-03,연체
6511,2037,730000,5.73,12,2023-06-21,정상
6512,3899,730000,5.04,24,2023-09-14,연체
6513,2161,730000,5.12,12,2024-06-24,연체
6514,3942,9880000,4.94,24,2024-05-24,정상
6515,9558,730000,4.94,6,2024-11-12,정상
6516,5205,3410000,4.46,24,2023-06-20,완료
6517,2235,730000,5.68,12,2023-12-13,정상
6518,4502,3890000,5.08,24,2024-08-28,정상
6519,7422,4670000,4.97,12,2024-04-21,정상
6520,6328,730000,5.56,12,2023-12-03,연체
6521,4441,730000,4.98,24,2024-01-19,연체
6522,7860,1690000,6.09,12,2024-05-13,완료
6523,892,24310000,5.12,60,2023-07-01,연체
6524,8936,14320000,5.48,12,2024-06-24,완료
6525,3407,3140000,5.87,36,2024-06-03,정상
6526,5769,730000,6.15,12,2024-10-08,연체
6527,3437,1590000,4.5,24,2023-11-16,정상
6528,9968,970000,5.78,6,2023-03-10,완료
6529,499,3730000,4.46,12,2023-07-17,정상
6530,6296,2090000,5.27,12,2023-09-08,정상
6531,833,9710000,4.58,12,2024-09-21,정상
6532,935,1060000,4.86,24,2024-01-01,정상
6533,9899,10690000,4.58,36,2024-01-09,정상
6534,4717,2600000,4.72,12,2024-11-09,완료
6535,4657,36860000,4.71,60,2023-08-24,정상
6536,5791,4460000,5.68,12,2023-11-23,정상
6537,4171,5790000,5.1,36,2023-09-19,정상
6538,2811,2050000,5.48,6,2023-10-17,연체
6539,8404,730000,6.01,6,2024-12-23,연체
6540,7702,730000,5.37,24,2023-03-17,연체
6541,776,2860000,5.45,24,2023-12-11,완료
6542,2060,1650000,5.68,24,2023-12-23,정상
6543,6239,2730000,5.32,24,2023-01-11,완료
6544,2953,4140000,5.43,12,2024-12-30,연체
6545,7342,730000,5.33,12,2023-12-21,정상
6546,3625,1910000,5.06,24,2024-08-02,정상
6547,6340,730000,6.22,24,2024-01-05,정상
6548,9612,730000,6.06,24,2024-10-07,연체
6549,8620,13740000,4.32,24,2024-06-11,정상
6550,3109,35240000,4.85,36,2024-03-05,정상
6551,9880,9360000,6.02,36,2023-09-28,정상
6552,4811,11890000,4.95,12,2023-04-26,정상
6553,4961,2030000,5.85,12,2024-02-22,연체
6554,9829,2290000,5.46,12,2024-07-31,정상
6555,5626,12760000,5.03,36,2023-09-16,정상
6556,901,850000,5.67,12,2023-10-06,연체
6557,5957,730000,5.58,6,2024-01-07,연체
6558,2565,920000,5.34,12,2024-03-27,연체
6559,4622,4870000,4.4,36,2024-04-24,완료
6560,4398,3920000,5.49,12,2024-09-11,정상
6561,695,730000,6.01,6,2024-01-31,정상
6562,5505,850000,4.94,24,2023-05-26,정상
6563,9660,7730000,5.0,36,2023-11-09,정상
6564,8285,730000,5.77,12,2023-07-02,정상
6565,9115,44540000,4.25,24,2023-05-28,정상
6566,5854,730000,4.94,12,2024-03-31,정상
6567,693,13140000,4.88,24,2023-08-23,정상
6568,793,730000,5.02,24,2024-11-17,완료
6569,9422,730000,5.77,24,2023-09-02,연체
6570,171,730000,6.14,24,2024-03-13,정상
6571,2725,59200000,4.59,60,2024-03-22,정상
6572,2743,108250000,5.21,60,2023-12-27,정상
6573,1929,1120000,4.71,6,2023-02-14,완료
6574,3582,6850000,5.17,36,2023-12-27,정상
6575,3945,1600000,6.15,24,2024-01-07,연체
6576,8590,730000,5.49,24,2023-06-13,정상
6577,3735,1750000,5.51,24,2024-08-21,정상
6578,79,108250000,5.5,24,2024-11-07,정상
6579,7767,730000,5.38,12,2023-08-19,연체
6580,70,880000,5.08,12,2024-02-26,완료
6581,376,35860000,5.4,60,2024-02-02,정상
6582,2764,33740000,5.3,60,2024-02-08,정상
6583,1003,4940000,5.23,12,2023-02-13,정상
6584,98,3880000,4.9,24,2023-01-06,정상
6585,5212,13460000,5.01,36,2023-02-12,정상
6586,3394,22190000,5.01,36,2023-02-15,정상
6587,5386,730000,5.3,24,2024-01-30,연체
6588,4135,730000,6.76,6,2024-07-03,연체
6589,6612,730000,4.99,12,2023-12-01,연체
6590,5493,730000,5.67,6,2024-09-04,정상
6591,6337,4560000,5.07,12,2023-11-05,정상
6592,5935,730000,5.46,6,2023-09-03,연체
6593,571,780000,5.9,24,2023-01-14,연체
6594,2914,730000,5.04,24,2024-04-07,정상
6595,9250,9760000,5.17,24,2024-12-02,완료
6596,1768,14760000,5.16,24,2023-01-25,정상
6597,3100,35870000,4.36,24,2024-01-10,정상
6598,6370,730000,5.56,24,2023-04-02,연체
6599,3877,14860000,4.83,24,2024-03-21,정상
6600,7285,24130000,4.82,24,2024-06-17,완료
6601,9784,820000,5.99,6,2024-01-07,연체
