transaction_id,customer_id,card_id,amount,transaction_date,status,channel,category
18584,2331,4,58129,2024-12-31,cancel,online,여행
18585,1775,46,476555,2024-04-27,paid,offline,여행
18586,9505,3,225980,2024-10-09,paid,online,여행
18587,6781,14,67242,2024-02-12,paid,mobile,교육
18588,5328,33,32566,2024-06-06,paid,mobile,문화
18589,7987,7,119332,2024-05-08,paid,mobile,쇼핑
18590,4162,13,10306,2024-12-02,cancel,online,외식
18591,9704,28,37407,2024-10-22,paid,online,쇼핑
18592,8569,28,60677,2024-08-10,paid,online,문화
18593,9617,46,57889,2024-05-15,paid,online,패션
18594,7957,11,66008,2024-03-31,paid,offline,문화
18595,5665,41,23379,2024-01-01,paid,mobile,교육
18596,9,35,48632,2024-06-08,paid,mobile,문화
18597,5767,38,93562,2024-10-31,paid,offline,여행
18598,1341,33,55507,2024-02-13,paid,offline,외식
18599,7763,47,38035,2024-01-13,paid,offline,쇼핑
18600,5698,41,55201,2024-06-26,paid,offline,식품
18601,3010,19,15311,2024-12-26,paid,offline,패션
18602,4952,42,50451,2024-05-18,paid,mobile,외식
18603,711,32,61303,2024-04-21,paid,online,의료
18604,6874,2,171227,2024-02-29,paid,online,교육
18605,7158,17,48739,2024-08-27,paid,online,쇼핑
18606,3612,17,26888,2024-12-02,paid,offline,주유
18607,5414,14,184684,2024-10-08,paid,mobile,여행
18608,2285,49,25637,2024-01-23,paid,mobile,주유
18609,1790,8,13405,2024-04-07,paid,offline,문화
18610,1750,34,20158,2024-06-06,paid,online,외식
18611,1732,4,58170,2024-06-16,paid,mobile,가전
18612,8011,7,97251,2024-06-22,paid,online,의료
18613,3874,31,150690,2024-01-30,paid,mobile,여행
18614,8557,24,25059,2024-02-18,paid,offline,외식
18615,4150,9,350621,2024-04-08,cancel,mobile,패션
18616,4135,41,57419,2024-10-10,paid,offline,쇼핑
18617,6886,47,32824,2024-04-22,refund,mobile,외식
18618,4703,33,23567,2024-05-28,cancel,online,주유
18619,6221,35,35374,2024-02-01,paid,online,의료
18620,2112,12,57131,2024-06-25,paid,online,의료
18621,5499,25,56440,2024-02-24,cancel,mobile,쇼핑
18622,385,30,80851,2024-05-05,cancel,mobile,여행
18623,4345,43,28322,2024-02-14,paid,online,주유
18624,701,23,202353,2024-12-14,paid,mobile,가전
18625,3183,45,11526,2024-09-18,paid,online,식품
18626,9767,22,83831,2024-11-29,paid,offline,가전
18627,8538,43,32113,2024-08-15,paid,offline,패션
18628,7222,37,95296,2024-09-07,paid,offline,가전
18629,9487,35,18151,2024-10-28,cancel,mobile,식품
18630,4705,25,17476,2024-06-20,paid,online,문화
18631,8873,24,205793,2024-02-01,paid,online,쇼핑
18632,929,1,239249,2024-03-09,paid,online,쇼핑
18633,4408,13,122374,2024-08-17,paid,online,식품
18634,7393,50,28830,2024-08-23,paid,mobile,패션
18635,8741,33,137069,2024-11-05,paid,mobile,여행
18636,7986,8,18842,2024-03-27,paid,mobile,문화
18637,8266,3,8808,2024-02-18,paid,mobile,주유
18638,4632,44,135902,2024-07-27,cancel,online,여행
18639,706,50,288800,2024-11-13,refund,online,여행
18640,2840,23,31570,2024-10-16,paid,mobile,식품
18641,9060,24,382690,2024-04-20,paid,online,가전
18642,5147,28,19343,2024-02-03,paid,offline,쇼핑
18643,6992,46,11020,2024-05-12,cancel,mobile,식품
18644,5042,35,101333,2024-01-12,paid,online,외식
18645,7326,19,15589,2024-07-11,paid,offline,외식
18646,9020,6,57814,2024-02-28,paid,online,쇼핑
18647,1070,48,42104,2024-06-10,paid,offline,여행
18648,2256,25,50578,2024-11-20,paid,online,의료
18649,8340,15,43906,2024-08-10,paid,online,교육
18650,5354,25,697006,2024-04-16,paid,offline,여행
18651,7431,20,186026,2024-11-16,cancel,online,주유
18652,179,38,13974,2024-03-29,paid,online,문화
18653,253,21,37372,2024-02-15,paid,mobile,쇼핑
18654,5839,6,46436,2024-09-08,paid,offline,식품
18655,6403,23,174810,2024-02-17,paid,offline,의료
18656,5933,45,33703,2024-12-26,paid,offline,패션
18657,311,39,27030,2024-02-10,paid,offline,외식
18658,583,3,91708,2024-09-27,cancel,offline,교육
18659,5749,31,188220,2024-07-02,paid,mobile,식품
18660,4274,27,63973,2024-08-09,paid,offline,쇼핑
18661,2030,41,23667,2024-05-19,paid,offline,의료
18662,2504,7,35630,2024-03-27,paid,online,쇼핑
18663,8067,33,121700,2024-01-14,paid,online,쇼핑
18664,2222,32,47856,2024-06-13,paid,offline,외식
18665,1758,8,258801,2024-09-25,cancel,online,쇼핑
18666,9339,33,36473,2024-02-03,paid,offline,문화
18667,9972,49,14422,2024-08-12,paid,online,주유
18668,5489,24,44952,2024-04-05,paid,offline,의료
18669,4216,10,20364,2024-09-29,refund,offline,외식
18670,7130,30,16976,2024-07-12,paid,online,패션
18671,6469,49,14545,2024-05-20,paid,offline,외식
18672,6507,25,167613,2024-09-27,paid,offline,여행
18673,2126,23,20583,2024-07-27,paid,mobile,의료
18674,976,29,75659,2024-03-29,paid,online,주유
18675,3711,18,38460,2024-04-16,refund,offline,패션
18676,5283,49,67153,2024-10-13,paid,offline,교육
18677,4792,6,79647,2024-11-25,cancel,mobile,식품
18678,2608,24,29528,2024-06-08,paid,mobile,의료
18679,1887,35,25320,2024-12-10,paid,online,문화
18680,4913,20,9027,2024-02-17,paid,offline,주유
18681,7087,12,90964,2024-02-16,paid,offline,가전
18682,5061,48,68981,2024-12-12,cancel,offline,가전
18683,9781,28,85629,2024-11-15,paid,offline,여행
18684,7631,16,23722,2024-10-18,paid,mobile,식품
18685,1343,26,12581,2024-04-22,paid,offline,외식
18686,6864,36,82949,2024-05-09,paid,mobile,가전
18687,4479,8,44681,2024-12-03,paid,offline,의료
18688,6768,28,13697,2024-08-20,paid,online,식품
18689,5893,2,106376,2024-03-16,paid,online,문화
18690,8822,43,22817,2024-08-02,paid,offline,식품
18691,9422,16,35240,2024-01-11,cancel,offline,의료
18692,6430,44,126892,2024-01-26,paid,mobile,가전
18693,2219,43,43821,2024-11-21,refund,offline,식품
18694,9728,40,29521,2024-12-17,paid,mobile,문화
18695,6020,44,32270,2024-11-12,paid,offline,쇼핑
18696,5285,10,66666,2024-05-14,paid,offline,가전
18697,1776,19,35304,2024-09-30,paid,online,의료
18698,8392,17,48963,2024-11-25,cancel,mobile,쇼핑
18699,4052,25,929659,2024-03-01,cancel,mobile,여행
18700,8741,3,44981,2024-11-22,paid,mobile,교육
18701,7358,15,28870,2024-11-23,paid,online,교육
18702,6950,1,49860,2024-08-08,paid,offline,외식
18703,7137,16,44366,2024-08-29,paid,mobile,식품
18704,7150,4,6053,2024-08-05,paid,online,외식
18705,4165,17,77876,2024-12-11,paid,mobile,주유
18706,452,26,66934,2024-05-11,paid,offline,가전
18707,3546,32,35357,2024-04-06,paid,offline,외식
18708,8765,36,91589,2024-01-20,paid,offline,여행
18709,5013,42,22078,2024-03-20,paid,mobile,외식
18710,5598,32,69093,2024-06-13,paid,mobile,식품
18711,7171,5,28382,2024-02-04,paid,offline,외식
18712,3477,13,167875,2024-08-12,paid,offline,의료
18713,3856,39,36051,2024-10-04,cancel,offline,여행
18714,2564,6,25195,2024-03-20,paid,offline,문화
18715,1571,39,384075,2024-03-07,paid,mobile,가전
18716,1005,18,34781,2024-11-21,paid,offline,외식
18717,7673,9,222088,2024-01-18,paid,online,패션
18718,198,46,57353,2024-12-18,paid,online,교육
18719,249,46,469994,2024-11-17,paid,offline,가전
18720,1640,42,54150,2024-06-07,paid,online,패션
18721,1514,14,11828,2024-06-17,paid,mobile,의료
18722,3412,30,22294,2024-11-22,paid,mobile,주유
18723,9953,46,50583,2024-02-14,cancel,offline,가전
18724,3829,41,11770,2024-04-05,paid,offline,주유
18725,2555,37,236910,2024-07-02,paid,offline,가전
18726,9992,29,47951,2024-02-12,cancel,offline,의료
18727,603,23,10906,2024-03-25,refund,online,식품
18728,4003,18,23154,2024-01-12,paid,online,의료
18729,5894,34,104424,2024-05-04,paid,mobile,쇼핑
18730,3098,16,124055,2024-12-29,paid,online,쇼핑
18731,5747,7,45942,2024-01-21,paid,mobile,패션
18732,3077,42,95248,2024-04-10,paid,online,쇼핑
18733,880,49,85399,2024-12-14,paid,offline,의료
18734,6472,15,20577,2024-04-28,paid,offline,교육
18735,8785,50,128178,2024-12-08,paid,offline,패션
18736,293,28,47152,2024-01-22,paid,offline,의료
18737,4234,34,24113,2024-03-21,paid,offline,쇼핑
18738,8569,16,11521,2024-04-25,paid,online,식품
18739,7731,33,264384,2024-08-05,paid,online,교육
18740,8552,40,37450,2024-02-21,cancel,mobile,가전
18741,5307,45,75914,2024-05-30,paid,online,외식
18742,1527,31,205103,2024-07-19,paid,mobile,식품
18743,2805,37,26343,2024-10-19,paid,online,식품
18744,1696,34,91934,2024-06-22,paid,mobile,외식
18745,5274,35,34115,2024-11-30,paid,mobile,의료
18746,3584,31,29256,2024-09-13,cancel,mobile,주유
18747,6828,24,120593,2024-03-30,refund,mobile,쇼핑
18748,2614,31,21837,2024-09-10,cancel,online,주유
18749,293,1,14554,2024-12-31,paid,mobile,외식
18750,4091,13,44966,2024-12-03,paid,online,의료
18751,1758,28,44333,2024-02-14,paid,mobile,외식
18752,2775,30,565001,2024-06-26,paid,mobile,패션
18753,1831,43,32433,2024-12-07,cancel,mobile,문화
18754,5159,9,404482,2024-04-25,paid,online,가전
18755,1325,2,46027,2024-08-07,cancel,offline,외식
18756,4545,14,118893,2024-08-05,paid,mobile,교육
18757,4562,33,84511,2024-06-23,paid,mobile,쇼핑
18758,7460,30,27109,2024-02-24,refund,mobile,외식
18759,8677,38,108676,2024-02-08,paid,mobile,외식
18760,2103,7,60759,2024-03-08,paid,mobile,쇼핑
18761,7049,7,28774,2024-12-22,paid,mobile,의료
18762,5181,25,41516,2024-02-04,paid,offline,의료
18763,5329,12,111828,2024-08-27,paid,offline,여행
18764,9719,40,57308,2024-10-24,paid,mobile,패션
18765,3851,19,275633,2024-10-19,paid,mobile,여행
18766,5822,40,64618,2024-12-12,paid,mobile,쇼핑
18767,526,25,49381,2024-10-24,paid,online,문화
18768,6960,7,194676,2024-05-13,paid,mobile,의료
18769,7936,23,22487,2024-09-30,paid,online,주유
18770,9997,35,19224,2024-11-09,paid,mobile,의료
18771,6169,30,15075,2024-11-11,refund,offline,주유
18772,2556,21,38633,2024-07-28,paid,mobile,패션
18773,6236,44,38494,2024-02-18,paid,offline,가전
18774,8377,28,44858,2024-02-04,paid,mobile,식품
18775,3634,2,263165,2024-11-04,paid,mobile,의료
18776,8980,42,217925,2024-05-21,paid,mobile,가전
18777,7139,16,68274,2024-03-15,paid,offline,여행
18778,9163,12,112488,2024-12-28,paid,mobile,가전
18779,2456,31,31530,2024-01-15,paid,offline,패션
18780,777,9,44257,2024-11-14,paid,offline,의료
18781,6399,29,84933,2024-08-03,paid,offline,의료
18782,4213,14,16522,2024-04-24,paid,online,문화
18783,8291,11,33801,2024-09-02,paid,offline,패션
18784,945,35,30762,2024-09-01,paid,online,주유
18785,9696,6,47715,2024-02-03,refund,online,쇼핑
18786,3420,11,97002,2024-05-28,paid,mobile,여행
18787,9683,43,52709,2024-03-21,paid,offline,문화
18788,5056,21,22307,2024-03-11,paid,mobile,의료
18789,2147,22,104819,2024-07-12,paid,mobile,교육
18790,1603,31,9189,2024-12-12,paid,online,주유
18791,120,46,45772,2024-09-28,paid,online,문화
18792,1028,5,31723,2024-11-29,paid,offline,패션
18793,3905,18,114041,2024-02-04,paid,online,쇼핑
18794,9940,7,15968,2024-11-15,paid,offline,패션
18795,8944,26,122720,2024-10-24,paid,online,패션
18796,3918,1,72095,2024-07-28,paid,mobile,주유
18797,20,47,140996,2024-04-17,paid,online,가전
18798,5020,47,47101,2024-04-17,paid,offline,여행
18799,1339,37,28962,2024-11-24,paid,offline,패션
18800,6936,18,65331,2024-08-07,paid,online,교육
18801,8751,18,10638,2024-06-25,paid,offline,문화
18802,5681,16,20899,2024-05-27,cancel,mobile,외식
18803,2111,34,158102,2024-09-10,paid,offline,여행
18804,400,40,284904,2024-05-29,paid,offline,여행
18805,9993,6,238875,2024-09-23,paid,online,패션
18806,7507,8,47097,2024-12-13,paid,online,가전
18807,1437,18,53816,2024-03-03,paid,online,여행
18808,396,46,378360,2024-08-27,paid,offline,가전
18809,3092,8,236348,2024-12-09,paid,online,가전
18810,7842,10,26811,2024-07-10,paid,offline,주유
18811,652,18,9498,2024-01-05,paid,offline,식품
18812,7735,46,118547,2024-08-10,cancel,offline,패션
18813,7232,40,64553,2024-01-24,paid,mobile,가전
18814,4969,35,42587,2024-02-10,paid,offline,식품
18815,6111,15,32764,2024-07-16,paid,offline,외식
18816,3668,13,60674,2024-04-05,paid,mobile,패션
18817,9451,15,12651,2024-12-20,refund,mobile,의료
18818,3422,47,45011,2024-09-27,paid,online,문화
18819,7408,22,188703,2024-02-04,paid,mobile,여행
18820,951,36,97090,2024-10-25,paid,online,식품
18821,9094,35,31726,2024-02-22,cancel,offline,의료
18822,2462,5,440013,2024-10-30,paid,mobile,여행
18823,1543,32,55161,2024-09-02,paid,online,가전
18824,2028,43,22631,2024-11-10,paid,mobile,주유
18825,9426,24,20844,2024-10-22,paid,offline,문화
18826,6189,25,82001,2024-02-29,paid,offline,가전
18827,4844,15,11458,2024-03-30,paid,mobile,식품
18828,8240,17,118421,2024-11-07,paid,online,여행
18829,4459,3,39765,2024-07-07,paid,mobile,교육
18830,3771,19,51932,2024-08-09,paid,offline,문화
18831,5378,20,17385,2024-05-15,paid,offline,문화
18832,8006,34,138717,2024-03-27,paid,mobile,교육
18833,6325,28,33126,2024-03-01,paid,mobile,주유
18834,5332,11,89977,2024-02-09,paid,online,외식
18835,4200,26,154203,2024-02-16,paid,online,외식
18836,7376,48,69921,2024-04-29,paid,online,문화
18837,8208,14,39659,2024-09-17,paid,offline,문화
18838,3385,22,8879,2024-04-17,paid,offline,주유
18839,3579,1,27637,2024-11-10,refund,online,의료
18840,9870,9,112522,2024-03-06,cancel,online,여행
18841,6942,37,28374,2024-06-19,paid,online,외식
18842,2918,31,145978,2024-06-25,paid,mobile,여행
18843,5261,46,48592,2024-03-21,paid,mobile,쇼핑
18844,4413,17,26392,2024-03-03,paid,online,외식
18845,1258,26,180291,2024-09-12,paid,online,쇼핑
18846,4143,13,8230,2024-06-03,paid,mobile,주유
18847,5063,14,27408,2024-12-22,paid,mobile,문화
18848,2990,40,50489,2024-11-10,paid,mobile,교육
18849,3434,43,17254,2024-02-22,refund,mobile,의료
18850,8450,39,103979,2024-05-04,paid,online,교육
18851,7617,34,161743,2024-07-11,paid,online,교육
18852,9685,33,15261,2024-11-30,paid,mobile,식품
18853,3710,18,395418,2024-11-15,paid,online,가전
18854,4500,5,156408,2024-08-25,paid,mobile,쇼핑
18855,5058,11,185364,2024-05-14,cancel,online,쇼핑
18856,4170,14,18160,2024-09-21,paid,offline,외식
18857,5752,4,62021,2024-06-06,paid,online,의료
18858,7345,23,64706,2024-04-24,paid,online,문화
18859,1017,4,68240,2024-06-22,paid,offline,쇼핑
18860,3014,6,49272,2024-10-24,paid,offline,식품
18861,5933,43,14534,2024-02-04,paid,offline,주유
18862,2322,5,80020,2024-05-06,paid,mobile,의료
18863,7019,34,18403,2024-06-27,paid,offline,주유
18864,473,18,207126,2024-12-10,paid,offline,가전
18865,5582,25,147192,2024-11-28,paid,online,여행
18866,9668,3,17241,2024-07-19,cancel,online,식품
18867,7446,13,210404,2024-01-10,cancel,offline,가전
18868,4620,30,1185524,2024-06-22,paid,offline,가전
18869,2791,35,61156,2024-10-31,cancel,offline,쇼핑
18870,1415,11,289966,2024-03-08,paid,mobile,의료
18871,8625,42,59412,2024-02-21,paid,online,교육
18872,5966,7,257652,2024-01-12,paid,online,여행
18873,250,34,22902,2024-02-02,paid,offline,식품
18874,3545,3,432455,2024-04-06,paid,online,가전
18875,3822,34,61222,2024-07-11,paid,online,식품
18876,7825,6,77254,2024-02-19,paid,mobile,여행
18877,7031,34,65500,2024-02-15,paid,mobile,식품
18878,5728,15,108413,2024-11-17,paid,mobile,쇼핑
18879,4107,18,256622,2024-11-22,cancel,mobile,외식
18880,8862,43,40832,2024-05-30,paid,online,쇼핑
18881,2600,42,82176,2024-02-25,paid,mobile,여행
18882,3920,28,13200,2024-12-12,paid,offline,식품
18883,7773,2,44664,2024-12-23,paid,online,의료
18884,6287,26,77839,2024-09-18,paid,offline,패션
18885,2466,23,26293,2024-11-02,paid,offline,의료
18886,1335,33,77679,2024-01-18,paid,offline,교육
18887,9911,3,17843,2024-05-25,paid,mobile,교육
18888,8127,10,70594,2024-06-13,paid,offline,가전
18889,4359,2,74588,2024-01-03,cancel,offline,교육
18890,7470,36,12368,2024-03-18,paid,online,문화
18891,1258,9,294778,2024-11-07,paid,online,교육
18892,1733,36,118092,2024-03-05,paid,offline,패션
18893,2265,32,74887,2024-05-29,paid,offline,교육
18894,3265,36,441808,2024-08-18,paid,online,의료
18895,5008,3,182864,2024-01-31,refund,online,식품
18896,7298,27,65456,2024-12-31,paid,offline,여행
18897,6849,10,135717,2024-08-18,paid,offline,여행
18898,131,38,14596,2024-08-18,refund,offline,주유
18899,8258,42,30826,2024-10-03,paid,mobile,문화
18900,3676,40,9102,2024-12-05,paid,offline,식품
18901,3170,29,11949,2024-10-31,cancel,offline,식품
18902,5062,4,118162,2024-11-16,paid,mobile,패션
18903,9413,29,249374,2024-12-29,paid,online,여행
18904,4543,32,98132,2024-02-04,paid,online,의료
18905,8030,10,114376,2024-06-03,paid,online,여행
18906,3254,37,368085,2024-06-26,paid,mobile,가전
18907,3765,35,26450,2024-10-13,paid,offline,의료
18908,5070,5,82259,2024-10-28,paid,mobile,여행
18909,8715,11,87421,2024-04-30,paid,mobile,교육
18910,705,49,47249,2024-12-17,paid,offline,가전
18911,2930,36,6546,2024-07-28,paid,online,외식
18912,8340,4,66243,2024-08-26,paid,mobile,교육
18913,879,38,22937,2024-03-26,paid,offline,문화
18914,291,45,80565,2024-02-06,paid,online,문화
18915,3399,48,84126,2024-10-20,paid,offline,패션
18916,754,12,58727,2024-10-25,paid,online,문화
18917,7426,46,47147,2024-09-05,paid,offline,외식
18918,4447,46,173662,2024-08-18,paid,offline,식품
18919,2917,46,64702,2024-06-17,refund,online,문화
18920,2307,46,19275,2024-05-29,paid,offline,외식
18921,2174,36,54437,2024-02-02,paid,offline,교육
18922,6821,2,86959,2024-01-22,paid,online,교육
18923,8750,21,29750,2024-07-02,paid,mobile,의료
18924,5826,24,13686,2024-03-18,paid,mobile,의료
18925,9445,40,28209,2024-12-19,paid,offline,주유
18926,6212,48,127530,2024-04-19,paid,offline,여행
18927,3665,29,411551,2024-06-29,cancel,offline,여행
18928,9390,48,77179,2024-04-20,paid,mobile,주유
18929,5907,6,19228,2024-06-15,paid,offline,식품
18930,7019,43,32162,2024-01-11,paid,online,여행
18931,6355,21,424463,2024-05-16,paid,mobile,여행
18932,984,42,60237,2024-10-27,paid,offline,쇼핑
18933,9657,46,55707,2024-10-19,paid,mobile,교육
18934,7271,16,469489,2024-04-19,paid,online,가전
18935,3412,28,114193,2024-11-29,paid,offline,의료
18936,9575,30,76879,2024-08-26,paid,mobile,가전
18937,7469,47,47807,2024-04-05,paid,mobile,쇼핑
18938,7000,22,59133,2024-05-14,paid,offline,식품
18939,2232,30,99209,2024-11-18,paid,mobile,외식
18940,2244,48,62504,2024-10-13,paid,online,교육
18941,8622,40,11671,2024-12-26,paid,online,주유
18942,6138,36,142858,2024-06-17,paid,mobile,쇼핑
18943,6502,31,44203,2024-10-10,paid,mobile,의료
18944,4160,47,114423,2024-12-20,cancel,offline,가전
18945,7370,25,159079,2024-03-11,paid,offline,의료
18946,2671,43,33903,2024-01-11,paid,mobile,주유
18947,1182,14,60528,2024-02-09,paid,mobile,교육
18948,7767,45,6743,2024-02-06,cancel,offline,식품
18949,3715,8,106522,2024-05-18,paid,offline,가전
18950,6260,7,25540,2024-08-03,refund,mobile,주유
18951,6220,23,18965,2024-06-28,paid,online,식품
18952,4701,4,25321,2024-06-09,paid,mobile,식품
18953,7984,30,16950,2024-10-16,paid,online,의료
18954,4983,32,116954,2024-04-08,paid,offline,의료
18955,7012,49,304277,2024-05-19,paid,mobile,패션
18956,8748,44,180548,2024-01-15,cancel,mobile,여행
18957,5285,13,19242,2024-03-06,paid,online,문화
18958,5990,38,126784,2024-01-25,paid,mobile,교육
18959,7391,37,92853,2024-06-27,cancel,offline,패션
18960,6591,44,21264,2024-03-17,paid,mobile,패션
18961,8964,48,82332,2024-06-13,paid,online,가전
18962,2301,42,23279,2024-09-06,paid,online,식품
18963,8999,18,12514,2024-04-12,paid,mobile,의료
18964,6615,19,281771,2024-01-08,paid,mobile,가전
18965,2928,9,16170,2024-03-31,paid,online,외식
18966,4723,36,444683,2024-10-28,paid,offline,여행
18967,4611,32,23675,2024-12-28,refund,online,교육
18968,8094,24,23141,2024-09-05,cancel,mobile,의료
18969,8846,12,20022,2024-11-18,paid,offline,의료
18970,9289,11,19064,2024-06-26,paid,online,주유
18971,2595,14,25488,2024-02-12,paid,mobile,주유
18972,1031,2,12766,2024-11-08,paid,mobile,식품
18973,2518,21,52730,2024-09-04,paid,mobile,외식
18974,1584,15,20080,2024-09-29,paid,offline,식품
18975,8086,32,95560,2024-05-13,paid,mobile,쇼핑
18976,2013,19,15591,2024-11-09,paid,mobile,식품
18977,8182,11,97831,2024-11-20,paid,online,교육
18978,3924,46,41583,2024-02-03,paid,online,외식
18979,2435,50,10987,2024-06-20,paid,offline,주유
18980,5906,8,35541,2024-09-24,paid,mobile,쇼핑
18981,3678,2,39432,2024-03-18,paid,offline,패션
18982,9491,13,433763,2024-07-24,paid,offline,여행
18983,3044,26,93042,2024-09-20,paid,offline,여행
18984,2311,38,15121,2024-04-22,paid,mobile,주유
18985,1375,26,40871,2024-06-08,paid,mobile,식품
18986,531,15,67892,2024-07-20,paid,mobile,패션
18987,2754,28,21135,2024-10-05,paid,online,외식
18988,5047,39,88777,2024-04-23,paid,offline,의료
18989,6856,44,246668,2024-02-09,refund,offline,가전
18990,9165,34,6997,2024-02-29,paid,offline,외식
18991,881,48,41933,2024-03-23,paid,online,쇼핑
18992,1074,29,210629,2024-02-26,paid,mobile,교육
18993,759,50,15083,2024-03-29,paid,online,교육
18994,3155,22,52014,2024-07-19,paid,mobile,의료
18995,1524,23,30832,2024-05-16,cancel,offline,교육
18996,7734,9,162818,2024-01-07,paid,online,의료
18997,6972,21,64060,2024-09-03,paid,online,패션
18998,2018,49,99077,2024-05-15,paid,offline,가전
18999,1351,49,59119,2024-08-03,paid,offline,의료
19000,7098,4,51555,2024-03-11,paid,mobile,패션
19001,1903,41,205590,2024-04-03,paid,online,패션
19002,764,25,181748,2024-10-04,paid,online,여행
19003,8221,6,19729,2024-04-10,paid,online,식품
19004,8813,10,49455,2024-03-16,paid,online,의료
19005,6072,34,59629,2024-02-19,paid,offline,패션
19006,8579,42,31761,2024-08-29,paid,mobile,식품
19007,9887,2,74800,2024-01-13,cancel,online,식품
19008,2682,22,35053,2024-10-05,paid,online,의료
19009,306,45,34612,2024-09-13,paid,mobile,주유
19010,9633,25,33811,2024-02-19,paid,online,주유
19011,935,47,18491,2024-06-02,paid,online,교육
19012,212,36,31518,2024-08-11,paid,mobile,주유
19013,2106,45,46183,2024-08-06,paid,offline,패션
19014,6746,14,26015,2024-05-25,refund,online,문화
19015,6277,46,105716,2024-04-06,paid,mobile,가전
19016,4972,16,148798,2024-05-24,paid,online,교육
19017,6354,13,31865,2024-03-29,paid,online,식품
19018,2818,44,20393,2024-04-26,paid,offline,의료
19019,7992,35,34276,2024-11-23,paid,offline,가전
19020,3593,7,55882,2024-01-15,paid,online,쇼핑
19021,7192,23,14011,2024-01-30,paid,offline,문화
19022,7774,18,24249,2024-09-25,paid,offline,쇼핑
19023,1692,25,16113,2024-04-03,paid,mobile,쇼핑
19024,5526,45,86871,2024-09-22,paid,mobile,쇼핑
19025,1923,34,26562,2024-02-10,paid,offline,의료
19026,7916,29,186434,2024-03-16,cancel,offline,가전
19027,4159,15,21792,2024-06-23,paid,offline,식품
19028,2819,9,95062,2024-08-09,paid,online,교육
19029,6020,11,104931,2024-03-28,cancel,online,쇼핑
19030,3187,32,30676,2024-11-05,paid,online,식품
19031,3177,6,82865,2024-03-05,paid,mobile,의료
19032,536,5,104153,2024-06-20,paid,online,가전
19033,7750,5,562891,2024-06-11,paid,online,여행
19034,45,1,12084,2024-02-28,cancel,online,주유
19035,2270,13,27009,2024-11-30,paid,online,쇼핑
19036,7444,19,38142,2024-04-01,paid,online,문화
19037,663,29,56363,2024-09-07,paid,offline,쇼핑
19038,3926,13,271827,2024-09-07,paid,mobile,교육
19039,9472,4,5435,2024-04-06,paid,offline,주유
19040,1812,35,115090,2024-11-10,paid,online,의료
19041,8713,44,46617,2024-09-28,paid,mobile,가전
19042,3065,17,111454,2024-03-15,paid,online,쇼핑
19043,1783,21,14659,2024-06-24,paid,offline,문화
19044,8811,17,40938,2024-07-25,paid,online,패션
19045,6835,8,171339,2024-08-22,paid,online,주유
19046,9319,37,45653,2024-03-02,paid,mobile,외식
19047,5468,48,420857,2024-01-02,refund,online,가전
19048,685,1,36856,2024-01-29,paid,online,주유
19049,9882,6,12616,2024-01-28,refund,mobile,외식
19050,7696,27,126314,2024-06-09,paid,mobile,쇼핑
19051,3825,49,19402,2024-09-22,paid,offline,식품
19052,7283,28,33012,2024-10-30,paid,online,의료
19053,6033,13,145779,2024-01-19,paid,online,가전
19054,3277,19,107286,2024-12-04,paid,online,외식
19055,2208,25,34395,2024-11-30,paid,offline,식품
19056,5985,35,25776,2024-02-06,paid,online,패션
19057,1730,37,512858,2024-08-27,paid,offline,여행
19058,6794,13,14681,2024-10-24,paid,offline,주유
19059,2691,43,79201,2024-03-24,paid,offline,가전
19060,2709,37,47984,2024-11-04,paid,mobile,외식
19061,9274,24,82667,2024-01-20,paid,offline,패션
19062,2570,27,32611,2024-12-23,paid,online,외식
19063,6865,44,17458,2024-10-17,paid,offline,식품
19064,7043,33,232705,2024-12-23,paid,online,쇼핑
19065,2964,5,594103,2024-01-02,paid,online,쇼핑
19066,3290,17,26363,2024-04-24,paid,mobile,패션
19067,522,26,188305,2024-04-08,paid,online,패션
19068,1616,1,25949,2024-04-25,cancel,offline,의료
19069,6326,31,222540,2024-05-09,paid,online,교육
19070,6915,13,257793,2024-05-10,paid,mobile,가전
19071,523,11,48269,2024-08-11,cancel,online,가전
19072,3087,20,143125,2024-11-07,paid,offline,여행
19073,1842,7,47184,2024-11-20,paid,offline,의료
19074,6772,11,56998,2024-08-11,paid,online,의료
19075,6759,9,70311,2024-03-11,paid,offline,여행
19076,727,8,131543,2024-12-16,refund,mobile,문화
19077,4901,5,32508,2024-05-01,paid,offline,쇼핑
19078,6502,48,20396,2024-04-06,paid,mobile,문화
19079,3769,29,120385,2024-09-08,paid,mobile,여행
19080,8427,44,30234,2024-11-23,paid,offline,주유
19081,9503,30,20163,2024-03-31,paid,online,의료
19082,3771,4,101082,2024-11-06,paid,mobile,여행
19083,2031,48,44101,2024-06-21,paid,online,의료
19084,5860,33,72281,2024-01-10,paid,offline,문화
19085,4947,3,15439,2024-04-20,paid,online,의료
19086,5848,33,28042,2024-10-20,paid,mobile,의료
19087,3331,12,11368,2024-11-10,paid,offline,의료
19088,8805,33,53596,2024-01-07,refund,online,의료
19089,4055,15,25938,2024-03-15,paid,online,쇼핑
19090,29,18,155642,2024-05-11,paid,online,가전
19091,1671,41,270561,2024-03-23,paid,online,교육
19092,740,15,599610,2024-09-17,paid,online,여행
19093,6522,12,157939,2024-06-15,paid,online,쇼핑
19094,9761,11,291427,2024-08-01,paid,mobile,가전
