order_id,user_id,order_date,order_datetime,status,total_amount,items_amount,discount_amount,discount_rate,shipping_fee,payment_method,device,channel,shipping_region,coupon_used,refund_date
75803,6079,25MAR2025,25MAR2025:05:42:01,paid,51800,51800,0,0.0,0,naver,mobile,paid_search,전남,1,
75804,46255,20MAR2026,20MAR2026:22:29:14,paid,54230,63800,9570,15.0,0,naver,pc,social,서울,1,
75805,2047,04APR2026,04APR2026:14:28:09,paid,30300,27300,0,0.0,3000,kakao,mobile,paid_search,경기,0,
75806,817,16JUL2025,16JUL2025:03:40:06,paid,59760,66400,6640,10.0,0,card,pc,email,경기,1,
75807,9910,25MAY2025,25MAY2025:06:07:29,paid,136350,151500,15150,10.0,0,kakao,pc,social,제주,0,
75808,43477,16SEP2024,16SEP2024:03:35:56,paid,8100,5100,0,0.0,3000,transfer,mobile,paid_search,인천,0,
75809,32419,23MAR2025,23MAR2025:21:31:39,paid,2581280,3226600,645320,20.0,0,card,mobile,direct,인천,0,
75810,34503,26JAN2025,26JAN2025:22:36:21,paid,144400,144400,0,0.0,0,naver,mobile,social,강원,1,
75811,3528,15APR2024,15APR2024:22:34:14,paid,70800,70800,0,0.0,0,card,mobile,paid_search,대구,0,
75812,12292,22NOV2025,22NOV2025:03:30:40,paid,58100,58100,0,0.0,0,naver,mobile,social,경북,0,
75813,5299,12SEP2024,12SEP2024:06:15:01,paid,2112100,2112100,0,0.0,0,naver,pc,email,대구,1,
75814,29089,30MAY2025,30MAY2025:17:34:40,paid,13900,10900,0,0.0,3000,naver,mobile,organic,경기,1,
75815,42884,16MAY2026,16MAY2026:00:48:55,paid,40900,40900,0,0.0,0,naver,mobile,social,부산,0,
75816,5198,29OCT2025,29OCT2025:17:33:10,paid,1587800,1587800,0,0.0,0,card,mobile,social,충북,0,
75817,3285,12NOV2025,12NOV2025:00:32:58,paid,1176195,1238100,61905,5.0,0,card,pc,email,부산,0,
75818,39115,12FEB2026,12FEB2026:12:27:56,paid,81500,81500,0,0.0,0,card,mobile,social,경남,1,
75819,45184,19MAR2026,19MAR2026:05:22:25,paid,27000,24000,0,0.0,3000,naver,tablet,email,부산,0,
75820,17918,27NOV2025,27NOV2025:15:40:37,paid,932280,1096800,164520,15.0,0,card,mobile,social,경기,0,
75821,28916,05DEC2024,05DEC2024:04:43:46,refunded,108600,108600,0,0.0,0,card,pc,social,제주,0,15DEC2024
75822,29765,31MAY2026,31MAY2026:02:20:09,paid,5139700,5139700,0,0.0,0,card,mobile,direct,전남,0,
75823,33969,28MAR2026,28MAR2026:17:28:46,pending,104300,104300,0,0.0,0,naver,mobile,email,서울,0,
75824,42852,16JAN2025,16JAN2025:04:40:54,paid,3781300,3781300,0,0.0,0,transfer,pc,social,대구,0,
75825,15923,14MAR2026,14MAR2026:10:55:52,paid,14985,14100,2115,15.0,3000,naver,mobile,social,경기,0,
75826,32480,04JUL2026,04JUL2026:10:33:32,paid,49200,49200,0,0.0,0,transfer,pc,social,경기,0,
75827,4553,11MAR2026,11MAR2026:01:22:20,paid,158900,158900,0,0.0,0,card,mobile,organic,제주,1,
75828,20134,22DEC2024,22DEC2024:12:16:09,refunded,1033000,1033000,0,0.0,0,card,pc,organic,부산,0,03JAN2025
75829,17568,12FEB2025,12FEB2025:20:35:59,paid,832720,1040900,208180,20.0,0,kakao,mobile,paid_search,경남,0,
75830,36231,29MAR2026,29MAR2026:18:21:08,paid,50200,50200,0,0.0,0,card,pc,social,서울,1,
75831,36553,13APR2025,13APR2025:08:09:08,paid,177480,208800,31320,15.0,0,card,tablet,paid_search,서울,0,
75832,22895,06MAR2025,06MAR2025:03:23:03,paid,158940,176600,17660,10.0,0,naver,pc,organic,경기,0,
75833,28140,28AUG2025,28AUG2025:15:04:36,paid,535800,535800,0,0.0,0,card,pc,paid_search,인천,0,
75834,34351,23DEC2025,23DEC2025:20:19:23,paid,155800,155800,0,0.0,0,transfer,mobile,organic,경기,0,
75835,34069,08FEB2026,08FEB2026:13:43:32,paid,254030,267400,13370,5.0,0,etc,mobile,paid_search,인천,0,
75836,40743,28OCT2025,28OCT2025:05:46:04,paid,155880,173200,17320,10.0,0,naver,pc,social,서울,0,
75837,16862,23AUG2024,23AUG2024:08:26:14,cancelled,27200,24200,0,0.0,3000,card,mobile,direct,대구,0,
75838,18526,12JUN2025,12JUN2025:07:54:09,paid,2067600,2067600,0,0.0,0,card,mobile,direct,경기,0,
75839,32438,23OCT2025,23OCT2025:10:22:16,cancelled,68240,85300,17060,20.0,0,card,pc,organic,인천,0,
75840,16868,12APR2025,12APR2025:02:03:59,paid,4004320,5005400,1001080,20.0,0,kakao,mobile,paid_search,부산,0,
75841,27343,14FEB2026,14FEB2026:21:34:21,paid,239000,239000,0,0.0,0,card,pc,direct,서울,0,
75842,24149,14FEB2026,14FEB2026:22:41:26,pending,822970,968200,145230,15.0,0,card,mobile,social,서울,0,
75843,5533,16MAR2026,16MAR2026:21:03:28,paid,19160,20200,4040,20.0,3000,card,mobile,organic,인천,0,
75844,24037,18OCT2024,18OCT2024:19:32:53,paid,5700,2700,0,0.0,3000,transfer,pc,email,울산,1,
75845,19790,03SEP2025,03SEP2025:04:57:08,paid,71655,84300,12645,15.0,0,kakao,tablet,organic,경기,0,
75846,17148,10APR2026,10APR2026:21:01:50,paid,123500,123500,0,0.0,0,card,mobile,organic,서울,0,
75847,48761,12MAR2026,12MAR2026:22:18:38,pending,121100,121100,0,0.0,0,card,tablet,organic,경북,0,
75848,34623,20JUN2025,20JUN2025:13:20:01,paid,199025,209500,10475,5.0,0,kakao,mobile,organic,경북,0,
75849,13794,09FEB2026,09FEB2026:14:20:05,paid,166700,166700,0,0.0,0,card,mobile,organic,세종,0,
75850,20543,27JAN2026,27JAN2026:01:37:59,paid,43020,47800,4780,10.0,0,card,mobile,paid_search,부산,0,
75851,40001,23SEP2025,23SEP2025:23:09:11,paid,2664300,2664300,0,0.0,0,etc,mobile,direct,광주,1,
75852,31183,21MAY2026,21MAY2026:12:35:09,paid,592025,696500,104475,15.0,0,transfer,mobile,organic,대전,0,
75853,35714,01DEC2025,01DEC2025:10:51:47,paid,129400,129400,0,0.0,0,transfer,pc,social,서울,0,
75854,17621,10MAY2026,10MAY2026:17:48:50,paid,16770,15300,1530,10.0,3000,card,mobile,direct,경기,0,
75855,2883,21SEP2025,21SEP2025:09:23:13,paid,11400,8400,0,0.0,3000,transfer,mobile,paid_search,강원,1,
75856,415,05JUL2026,05JUL2026:08:24:16,paid,13800,12000,1200,10.0,3000,transfer,mobile,social,대구,0,
75857,7524,16AUG2025,16AUG2025:16:57:57,paid,30500,30500,0,0.0,0,card,pc,email,충남,0,
75858,19124,12JUN2025,12JUN2025:17:42:13,paid,3489660,3877400,387740,10.0,0,card,mobile,paid_search,대전,0,
75859,3899,10JUN2025,10JUN2025:04:26:16,refunded,78500,78500,0,0.0,0,kakao,mobile,paid_search,충남,0,24JUN2025
75860,16404,04JUN2025,04JUN2025:03:20:52,paid,251600,251600,0,0.0,0,card,mobile,social,경기,0,
75861,45822,05AUG2025,05AUG2025:17:48:17,pending,853200,948000,94800,10.0,0,card,mobile,social,충북,0,
75862,32393,06OCT2025,06OCT2025:15:16:51,paid,34020,37800,3780,10.0,0,kakao,mobile,social,서울,0,
75863,42755,12JUN2026,12JUN2026:13:29:48,paid,5400,2400,0,0.0,3000,kakao,mobile,organic,서울,0,
75864,29245,27NOV2024,27NOV2024:23:48:03,paid,89200,89200,0,0.0,0,card,mobile,social,서울,0,
75865,3117,24JUL2025,24JUL2025:20:41:39,paid,2557710,2841900,284190,10.0,0,naver,pc,organic,인천,0,
75866,27445,27AUG2025,27AUG2025:09:10:14,paid,91040,113800,22760,20.0,0,naver,pc,social,서울,0,
75867,27403,10SEP2024,10SEP2024:20:43:28,paid,4579500,4579500,0,0.0,0,transfer,mobile,paid_search,충남,0,
75868,27694,31MAY2025,31MAY2025:18:46:32,refunded,65400,65400,0,0.0,0,kakao,mobile,social,충남,0,02JUN2025
75869,3903,13FEB2025,13FEB2025:11:56:17,paid,1778130,1975700,197570,10.0,0,card,mobile,organic,경기,0,
75870,33008,11NOV2025,11NOV2025:22:45:40,paid,28400,25400,0,0.0,3000,card,mobile,organic,경기,1,
75871,12620,13AUG2025,13AUG2025:06:04:33,paid,115600,144500,28900,20.0,0,card,mobile,paid_search,경기,0,
75872,31625,17JAN2025,17JAN2025:21:41:07,paid,36000,36000,0,0.0,0,card,mobile,email,경기,0,
75873,11387,09SEP2025,09SEP2025:21:42:43,paid,71280,89100,17820,20.0,0,naver,pc,email,강원,0,
75874,42114,22JUN2025,22JUN2025:18:29:41,paid,18500,15500,0,0.0,3000,card,mobile,paid_search,충북,0,
75875,20166,01JUL2025,01JUL2025:08:33:44,paid,68000,80000,12000,15.0,0,card,mobile,organic,대구,0,
75876,25681,07JUN2026,07JUN2026:02:16:43,paid,9400,6400,0,0.0,3000,card,pc,organic,부산,0,
75877,15919,11NOV2025,11NOV2025:04:12:52,paid,1268700,1268700,0,0.0,0,kakao,mobile,direct,경남,0,
75878,1618,19NOV2025,19NOV2025:02:37:27,paid,21240,19200,960,5.0,3000,kakao,mobile,organic,경기,0,
75879,46398,11MAY2026,11MAY2026:10:08:59,paid,29125,27500,1375,5.0,3000,naver,mobile,social,대구,0,
75880,14935,24JAN2026,24JAN2026:17:12:49,paid,70800,70800,0,0.0,0,naver,mobile,paid_search,울산,1,
75881,967,01APR2026,01APR2026:06:18:03,paid,34500,34500,0,0.0,0,card,mobile,email,서울,0,
75882,48968,20NOV2025,20NOV2025:05:16:50,paid,147800,147800,0,0.0,0,card,mobile,social,서울,1,
75883,25425,31OCT2024,31OCT2024:14:13:44,paid,4363200,4363200,0,0.0,0,naver,mobile,social,경기,0,
75884,15993,06APR2026,06APR2026:12:01:14,paid,206800,258500,51700,20.0,0,kakao,pc,social,서울,0,
75885,41763,10JUN2026,10JUN2026:17:38:53,paid,89280,111600,22320,20.0,0,card,mobile,social,전북,0,
75886,24286,02NOV2025,02NOV2025:13:27:42,paid,31900,31900,0,0.0,0,card,mobile,social,경기,0,
75887,11037,04MAY2026,04MAY2026:22:04:51,paid,2994890,3523400,528510,15.0,0,card,mobile,paid_search,서울,0,
75888,15184,26MAR2026,26MAR2026:18:51:43,refunded,102780,114200,11420,10.0,0,naver,mobile,organic,경기,0,30MAR2026
75889,35839,07MAY2025,07MAY2025:23:51:03,paid,175400,175400,0,0.0,0,kakao,mobile,direct,경북,0,
75890,46225,09JUL2026,09JUL2026:05:52:31,pending,85400,85400,0,0.0,0,transfer,mobile,paid_search,경기,1,
75891,8953,02MAR2025,02MAR2025:08:33:55,cancelled,107820,119800,11980,10.0,0,transfer,mobile,email,인천,0,
75892,10056,19JAN2025,19JAN2025:13:40:48,paid,1071700,1071700,0,0.0,0,naver,mobile,paid_search,충북,0,
75893,2914,15AUG2025,15AUG2025:08:37:29,cancelled,578455,608900,30445,5.0,0,card,pc,organic,서울,0,
75894,20877,30SEP2025,30SEP2025:00:44:53,paid,640200,640200,0,0.0,0,card,mobile,direct,서울,0,
75895,32678,27OCT2025,27OCT2025:16:21:15,paid,55600,55600,0,0.0,0,card,mobile,direct,경남,0,
75896,10610,10JUN2026,10JUN2026:22:40:11,cancelled,3052500,3052500,0,0.0,0,card,mobile,paid_search,대전,0,
75897,40206,01MAR2025,01MAR2025:22:59:56,paid,3081600,3081600,0,0.0,0,transfer,pc,paid_search,강원,0,
75898,2748,01FEB2026,01FEB2026:01:44:42,paid,152150,179000,26850,15.0,0,card,pc,social,울산,0,
75899,35623,28SEP2025,28SEP2025:09:14:33,paid,1502400,1502400,0,0.0,0,naver,mobile,organic,전북,0,
75900,5020,12FEB2026,12FEB2026:11:25:50,paid,33060,34800,1740,5.0,0,naver,mobile,organic,광주,0,
75901,44143,19MAY2026,19MAY2026:15:42:08,paid,116560,145700,29140,20.0,0,naver,mobile,organic,경기,0,
75902,20716,15MAY2026,15MAY2026:19:21:53,cancelled,1843600,1843600,0,0.0,0,card,mobile,direct,경기,1,
75903,16732,27MAR2025,27MAR2025:10:41:33,paid,916880,1146100,229220,20.0,0,card,mobile,organic,서울,0,
75904,5,19OCT2024,19OCT2024:20:19:22,paid,71100,71100,0,0.0,0,kakao,mobile,email,전북,0,
75905,47097,22MAR2026,22MAR2026:22:51:22,paid,1112800,1112800,0,0.0,0,etc,mobile,social,충북,0,
75906,37978,07MAY2026,07MAY2026:01:52:51,refunded,1105000,1105000,0,0.0,0,kakao,mobile,social,인천,0,20MAY2026
75907,26105,06APR2026,06APR2026:16:27:55,paid,572305,673300,100995,15.0,0,transfer,pc,paid_search,전북,1,
75908,14590,22NOV2025,22NOV2025:14:59:13,paid,2340200,2340200,0,0.0,0,kakao,pc,direct,경기,0,
75909,14650,16OCT2025,16OCT2025:20:30:48,paid,997470,1108300,110830,10.0,0,card,pc,direct,충북,0,
75910,20726,19DEC2024,19DEC2024:17:54:09,paid,639625,752500,112875,15.0,0,naver,pc,email,충북,0,
75911,10953,24MAY2025,24MAY2025:06:48:43,paid,143300,143300,0,0.0,0,naver,pc,organic,경기,0,
75912,19517,01JUL2026,01JUL2026:02:08:26,paid,925920,1157400,231480,20.0,0,card,pc,paid_search,인천,0,
75913,27804,07JAN2026,07JAN2026:08:46:59,refunded,1222810,1438600,215790,15.0,0,card,mobile,organic,경기,0,13JAN2026
75914,10214,12NOV2025,12NOV2025:13:15:46,paid,15240,15300,3060,20.0,3000,card,mobile,paid_search,대전,0,
75915,44669,06SEP2024,06SEP2024:03:55:21,refunded,38400,38400,0,0.0,0,naver,mobile,organic,경기,0,08SEP2024
75916,29548,08AUG2025,08AUG2025:18:55:36,pending,142200,142200,0,0.0,0,naver,pc,paid_search,서울,0,
75917,9977,02JUN2026,02JUN2026:10:23:35,paid,1310080,1637600,327520,20.0,0,card,pc,paid_search,경기,0,
75918,37384,23JUN2026,23JUN2026:04:38:01,refunded,2936000,3670000,734000,20.0,0,transfer,pc,direct,충남,0,24JUN2026
75919,12714,15DEC2025,15DEC2025:08:39:48,paid,18400,15400,0,0.0,3000,card,mobile,paid_search,인천,0,
75920,16317,29APR2026,29APR2026:13:38:40,paid,306000,360000,54000,15.0,0,card,mobile,direct,경기,0,
75921,29846,15FEB2026,15FEB2026:23:04:39,paid,28600,25600,0,0.0,3000,card,mobile,email,부산,0,
75922,43479,01NOV2024,01NOV2024:05:02:08,paid,576555,678300,101745,15.0,0,kakao,mobile,organic,충북,0,
75923,35929,29APR2025,29APR2025:23:42:00,paid,194100,194100,0,0.0,0,card,mobile,direct,경기,0,
75924,29821,25NOV2025,25NOV2025:03:52:03,paid,1569800,1569800,0,0.0,0,card,pc,organic,인천,0,
75925,49130,10JUN2024,10JUN2024:19:26:58,paid,54100,54100,0,0.0,0,card,mobile,paid_search,서울,0,
75926,28852,19FEB2026,19FEB2026:22:41:47,paid,1454220,1615800,161580,10.0,0,kakao,pc,email,대전,0,
75927,30739,04JUL2026,04JUL2026:17:49:30,paid,5586600,5586600,0,0.0,0,card,pc,organic,경북,0,
75928,21704,07JAN2025,07JAN2025:09:18:40,refunded,1433265,1508700,75435,5.0,0,card,pc,paid_search,충북,0,10JAN2025
75929,37595,02JUN2026,02JUN2026:11:22:34,paid,35100,35100,0,0.0,0,kakao,pc,direct,경기,0,
75930,9164,08MAY2026,08MAY2026:05:26:02,paid,2980900,2980900,0,0.0,0,naver,mobile,social,전남,0,
75931,26911,21AUG2025,21AUG2025:01:30:42,paid,16490,14200,710,5.0,3000,naver,pc,social,인천,1,
75932,28381,02FEB2025,02FEB2025:14:17:56,paid,102420,113800,11380,10.0,0,card,pc,organic,경기,0,
75933,1162,03JUN2026,03JUN2026:19:03:20,paid,3560790,3748200,187410,5.0,0,card,mobile,social,부산,1,
75934,42689,14OCT2025,14OCT2025:19:31:26,paid,219810,258600,38790,15.0,0,card,pc,email,경북,0,
75935,2884,04JUN2026,04JUN2026:09:21:15,paid,2857700,2857700,0,0.0,0,card,mobile,organic,충남,0,
75936,24691,28JAN2026,28JAN2026:19:37:22,paid,92150,97000,4850,5.0,0,card,pc,social,경기,0,
75937,1820,11JUN2025,11JUN2025:03:24:53,paid,1773650,1867000,93350,5.0,0,card,pc,organic,울산,0,
75938,16313,31JUL2024,31JUL2024:03:21:35,paid,38400,38400,0,0.0,0,card,mobile,direct,서울,0,
75939,494,05NOV2025,05NOV2025:21:30:36,paid,1892400,1992000,99600,5.0,0,card,mobile,organic,서울,1,
75940,11839,19SEP2025,19SEP2025:14:02:30,paid,3345400,3345400,0,0.0,0,card,pc,organic,서울,0,
75941,49236,15APR2026,15APR2026:15:29:01,paid,63700,63700,0,0.0,0,kakao,pc,organic,경기,0,
75942,17765,27JAN2026,27JAN2026:01:16:20,paid,11600,8600,0,0.0,3000,naver,mobile,paid_search,대전,0,
75943,35865,03APR2026,03APR2026:16:14:56,paid,1516600,1516600,0,0.0,0,kakao,mobile,organic,인천,1,
75944,31587,30SEP2024,30SEP2024:19:31:18,paid,36500,36500,0,0.0,0,card,pc,social,대전,0,
75945,37652,28NOV2024,28NOV2024:09:44:34,paid,8200,5200,0,0.0,3000,kakao,mobile,direct,경기,0,
75946,11638,27JUL2025,27JUL2025:11:35:04,paid,55860,58800,2940,5.0,0,naver,mobile,organic,충남,0,
75947,19647,20MAR2025,20MAR2025:06:14:33,paid,1558305,1833300,274995,15.0,0,card,pc,direct,경기,0,
75948,12859,06JAN2026,06JAN2026:14:17:57,paid,29600,28000,1400,5.0,3000,transfer,mobile,paid_search,대전,0,
75949,48492,03MAR2026,03MAR2026:16:31:49,paid,1841040,2045600,204560,10.0,0,card,mobile,organic,대구,0,
75950,22743,31AUG2025,31AUG2025:14:18:19,paid,269280,336600,67320,20.0,0,naver,mobile,social,경북,0,
75951,25525,11APR2026,11APR2026:01:30:58,paid,171380,180400,9020,5.0,0,card,mobile,email,경기,0,
75952,12572,09JAN2026,09JAN2026:19:34:29,refunded,1380780,1534200,153420,10.0,0,card,mobile,organic,경북,0,16JAN2026
75953,31931,04JUL2026,04JUL2026:08:44:38,paid,2205400,2205400,0,0.0,0,naver,mobile,paid_search,인천,0,
75954,12627,26FEB2025,26FEB2025:13:07:30,paid,3223635,3393300,169665,5.0,0,card,pc,organic,대구,0,
75955,15693,23FEB2026,23FEB2026:06:40:18,paid,146625,172500,25875,15.0,0,kakao,mobile,social,경기,1,
75956,6279,24JUL2025,24JUL2025:02:44:26,paid,253100,253100,0,0.0,0,card,mobile,email,서울,0,
75957,24155,01JUL2026,01JUL2026:10:12:44,paid,258600,258600,0,0.0,0,naver,mobile,direct,대구,1,
75958,28462,29NOV2025,29NOV2025:00:46:30,paid,27600,24600,0,0.0,3000,transfer,mobile,email,경기,0,
75959,12178,16FEB2026,16FEB2026:17:22:46,paid,2895300,2895300,0,0.0,0,card,mobile,social,광주,0,
75960,27280,02MAR2026,02MAR2026:05:46:05,cancelled,62400,78000,15600,20.0,0,card,mobile,organic,경기,0,
75961,7423,12FEB2026,12FEB2026:03:11:51,paid,3476640,4345800,869160,20.0,0,card,mobile,organic,서울,0,
75962,41384,11JAN2025,11JAN2025:03:19:07,paid,79000,79000,0,0.0,0,card,mobile,paid_search,전북,1,
75963,26389,20JAN2026,20JAN2026:07:20:37,paid,44700,44700,0,0.0,0,card,mobile,social,경북,0,
75964,3777,16MAR2026,16MAR2026:20:31:20,paid,100100,100100,0,0.0,0,card,mobile,paid_search,대구,0,
75965,44061,24AUG2025,24AUG2025:10:48:57,cancelled,1366500,1366500,0,0.0,0,kakao,mobile,paid_search,전남,1,
75966,40086,21OCT2025,21OCT2025:14:03:42,paid,55600,55600,0,0.0,0,card,pc,paid_search,서울,0,
75967,27410,24JAN2025,24JAN2025:13:29:47,paid,1406800,1406800,0,0.0,0,transfer,mobile,social,경기,0,
75968,48166,30JUN2025,30JUN2025:19:15:42,cancelled,273200,273200,0,0.0,0,card,mobile,paid_search,부산,1,
75969,35832,02AUG2025,02AUG2025:11:59:46,paid,93280,116600,23320,20.0,0,transfer,mobile,paid_search,부산,0,
75970,27117,28FEB2026,28FEB2026:09:39:48,paid,29600,26600,0,0.0,3000,kakao,pc,organic,서울,0,
75971,5379,13FEB2026,13FEB2026:16:45:55,paid,7590,5400,810,15.0,3000,card,pc,organic,인천,0,
75972,47303,11JUL2025,11JUL2025:05:47:24,paid,151920,189900,37980,20.0,0,card,mobile,paid_search,제주,0,
75973,34503,25OCT2025,25OCT2025:21:55:44,paid,126140,148400,22260,15.0,0,naver,mobile,paid_search,전남,0,
75974,39433,28AUG2025,28AUG2025:15:37:28,paid,64640,80800,16160,20.0,0,transfer,mobile,social,경북,0,
75975,29042,14OCT2024,14OCT2024:18:28:55,paid,915895,964100,48205,5.0,0,etc,pc,organic,울산,0,
75976,2536,06FEB2026,06FEB2026:13:50:20,paid,108900,108900,0,0.0,0,etc,mobile,organic,대구,0,
75977,8620,29JUN2026,29JUN2026:21:57:56,paid,249930,277700,27770,10.0,0,card,mobile,organic,부산,0,
75978,6406,08JAN2026,08JAN2026:23:34:09,paid,2279700,2682000,402300,15.0,0,card,mobile,social,서울,0,
75979,40972,30APR2025,30APR2025:03:15:27,paid,61000,61000,0,0.0,0,transfer,mobile,organic,경북,0,
75980,14508,29SEP2024,29SEP2024:07:23:12,paid,409500,409500,0,0.0,0,card,pc,direct,인천,0,
75981,2313,12SEP2025,12SEP2025:06:53:44,paid,2831200,3539000,707800,20.0,0,card,pc,organic,경기,0,
75982,10781,09MAR2026,09MAR2026:13:11:31,paid,107520,134400,26880,20.0,0,card,mobile,paid_search,경기,0,
75983,37021,01FEB2026,01FEB2026:12:54:38,paid,5000,2000,0,0.0,3000,card,mobile,social,경기,0,
75984,23954,20FEB2026,20FEB2026:07:57:52,paid,1336800,1336800,0,0.0,0,card,mobile,social,경기,0,
75985,31727,02MAR2026,02MAR2026:14:52:15,paid,80200,80200,0,0.0,0,kakao,mobile,social,경기,1,
75986,21414,05AUG2025,05AUG2025:11:49:32,paid,67745,79700,11955,15.0,0,card,mobile,social,서울,1,
75987,30460,06APR2026,06APR2026:06:50:16,paid,100800,100800,0,0.0,0,transfer,pc,organic,서울,0,
75988,2323,26MAR2026,26MAR2026:11:42:40,paid,2020875,2377500,356625,15.0,0,card,pc,paid_search,서울,1,
75989,48336,15NOV2025,15NOV2025:13:20:12,paid,137785,162100,24315,15.0,0,naver,mobile,organic,서울,0,
75990,38596,17JAN2026,17JAN2026:14:49:13,paid,788025,829500,41475,5.0,0,card,mobile,organic,서울,0,
75991,10218,12FEB2026,12FEB2026:04:58:59,pending,19380,18200,1820,10.0,3000,etc,mobile,social,전남,0,
75992,29352,30APR2026,30APR2026:12:33:22,paid,21000,22500,4500,20.0,3000,card,pc,organic,경기,0,
75993,1357,14APR2025,14APR2025:18:38:22,paid,248700,248700,0,0.0,0,card,mobile,social,대구,0,
75994,3088,09SEP2024,09SEP2024:02:51:15,pending,3166730,3333400,166670,5.0,0,naver,mobile,social,세종,0,
75995,37946,22OCT2025,22OCT2025:09:41:16,paid,674475,793500,119025,15.0,0,transfer,mobile,organic,서울,0,
75996,30470,16JUN2025,16JUN2025:20:58:41,paid,26370,24600,1230,5.0,3000,etc,mobile,paid_search,경북,0,
75997,9123,29MAY2026,29MAY2026:17:03:15,paid,105300,105300,0,0.0,0,transfer,pc,organic,광주,0,
75998,41260,08JUN2026,08JUN2026:16:17:59,cancelled,215010,238900,23890,10.0,0,naver,pc,social,전남,0,
75999,21719,12FEB2026,12FEB2026:15:29:07,paid,231200,231200,0,0.0,0,card,mobile,email,인천,0,
76000,35955,04SEP2025,04SEP2025:08:16:43,paid,39440,46400,6960,15.0,0,card,tablet,organic,서울,0,
76001,23705,09JUL2026,09JUL2026:15:26:26,paid,4627800,4627800,0,0.0,0,transfer,mobile,organic,경기,0,
76002,10189,07MAY2026,07MAY2026:05:46:45,cancelled,33345,35100,1755,5.0,0,card,mobile,organic,경북,0,
76003,46765,02SEP2025,02SEP2025:06:09:57,paid,79740,88600,8860,10.0,0,card,mobile,organic,서울,0,
76004,40488,10NOV2025,10NOV2025:11:58:25,paid,2344000,2344000,0,0.0,0,card,mobile,paid_search,경기,0,
76005,4986,13DEC2025,13DEC2025:06:31:41,pending,5470,2600,130,5.0,3000,card,mobile,social,세종,0,
76006,33694,17MAY2026,17MAY2026:08:24:54,paid,52900,52900,0,0.0,0,naver,mobile,organic,경기,0,
76007,16611,12AUG2025,12AUG2025:07:42:07,paid,1224900,1361000,136100,10.0,0,card,pc,organic,서울,0,
76008,41985,30SEP2025,30SEP2025:13:01:03,paid,159290,187400,28110,15.0,0,card,mobile,social,경기,0,
76009,23062,28OCT2025,28OCT2025:00:11:58,paid,1756300,1756300,0,0.0,0,naver,mobile,social,서울,0,
76010,46600,15JUN2026,15JUN2026:17:56:04,paid,688230,764700,76470,10.0,0,card,mobile,organic,부산,0,
76011,15789,23NOV2025,23NOV2025:22:00:21,paid,40200,40200,0,0.0,0,naver,mobile,direct,경기,0,
76012,4373,03OCT2025,03OCT2025:20:47:02,pending,24700,21700,0,0.0,3000,kakao,pc,direct,경기,0,
76013,31671,02MAY2025,02MAY2025:22:25:57,paid,111010,130600,19590,15.0,0,kakao,mobile,direct,부산,0,
76014,21164,24MAR2025,24MAR2025:08:58:26,refunded,2022390,2247100,224710,10.0,0,kakao,mobile,direct,전남,1,28MAR2025
76015,48661,20JAN2026,20JAN2026:00:41:44,paid,794900,794900,0,0.0,0,card,mobile,email,서울,0,
76016,27600,22SEP2025,22SEP2025:09:50:47,paid,41440,51800,10360,20.0,0,kakao,mobile,direct,경기,0,
76017,38271,02DEC2024,02DEC2024:19:27:48,paid,41325,43500,2175,5.0,0,kakao,mobile,organic,부산,0,
76018,10425,01JUL2025,01JUL2025:05:01:57,paid,16230,14700,1470,10.0,3000,kakao,pc,direct,경기,0,
76019,3261,28NOV2024,28NOV2024:21:37:39,paid,7543600,7543600,0,0.0,0,card,mobile,social,대구,0,
76020,40835,27NOV2025,27NOV2025:14:27:01,paid,2074325,2183500,109175,5.0,0,naver,pc,social,인천,0,
76021,18003,31DEC2024,31DEC2024:18:01:27,paid,141600,141600,0,0.0,0,transfer,pc,social,강원,0,
76022,508,08NOV2025,08NOV2025:11:56:17,refunded,771300,857000,85700,10.0,0,card,mobile,direct,부산,0,10NOV2025
76023,43560,20OCT2025,20OCT2025:16:26:11,paid,13100,10100,0,0.0,3000,kakao,pc,direct,광주,0,
76024,28518,06JUL2026,06JUL2026:00:39:43,pending,11100,8100,0,0.0,3000,kakao,mobile,social,전북,0,
76025,11594,28SEP2025,28SEP2025:08:15:35,paid,947100,947100,0,0.0,0,card,pc,organic,서울,0,
76026,42251,08NOV2025,08NOV2025:12:47:36,paid,447600,447600,0,0.0,0,card,mobile,direct,경기,0,
76027,44776,07MAR2026,07MAR2026:15:14:12,refunded,144000,144000,0,0.0,0,naver,mobile,email,부산,0,20MAR2026
76028,10020,04JAN2026,04JAN2026:02:07:24,paid,102300,102300,0,0.0,0,transfer,pc,paid_search,경기,0,
76029,2616,09MAY2026,09MAY2026:13:46:46,paid,78300,78300,0,0.0,0,card,pc,organic,경기,0,
76030,30523,31MAY2026,31MAY2026:22:46:52,paid,2198440,2586400,387960,15.0,0,card,mobile,paid_search,서울,0,
76031,6439,16DEC2025,16DEC2025:06:24:05,paid,3254080,4067600,813520,20.0,0,card,mobile,paid_search,대전,0,
76032,38530,03MAY2025,03MAY2025:17:14:20,paid,1251120,1563900,312780,20.0,0,card,tablet,email,서울,0,
76033,13023,28JUN2026,28JUN2026:18:19:54,paid,7200,4200,0,0.0,3000,card,mobile,paid_search,서울,0,
